document,entities,intent
Thanks very much for your help today.,[],NONE
"I'm awful with math, what is the travel time on that train?",[],NONE
Thank you for informing about the total duration.,[],NONE
I am look for a hotel near the beach near the main strip,['hotel-type'],find_hotel
I am looking for a particular restaurant called Zizzi Cambridge. Can you tell me what area it is in?,[],NONE
"Excellent. Thank you. Also, can you assist me with finding a train for Monday?",[],NONE
"We will be traveling from Cambridge and going to Ely, but it needs to leave after 21:00.",[],NONE
I need to leave after 21:00.,[],NONE
"i didnt really need a booking, but oh well. can i get the price of the ticket though?",[],NONE
"Thanks for the info, that's all I need today.",[],NONE
You're welcome for contacting you. Have a nice day too. Bye bye.,[],NONE
I am looking for information about a hotel called the autumn house.,['hotel-name'],find_hotel
"Yes, please. I would like a room for 6 people for 2 nights. We'll arrive on Saturday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thank you so much!!,[],NONE
Thank you. That is all for now.,[],NONE
I am looking for a place to stay.,[],find_hotel
"I would like free parking and wifi for sure. Preferably on the west side with 4 stars, too.","['hotel-area', 'hotel-internet', 'hotel-parking', 'hotel-stars']",find_hotel
"That sounds wonderful. Could you reserve our rooms? We'll be a party of 8, and we'd like to arrive on Sunday. I think we'll be staying 4 nights.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Thank you, yes, I'd like to also find a nice park to visit while I'm in town. Can you see if there is one near my hotel?",[],NONE
"No, but can you try to find a museum in the west please?",[],book_hotel
May I please get their address and phone number?,[],NONE
"No, you've been so helpful. Thank you so much! Have a great night.",[],NONE
I'm looking for a cheap place to stay. Can you help?,['hotel-pricerange'],find_hotel
I don't care which area the hotel is in.,['hotel-area'],find_hotel
any so long as it is a 2star and has wifi,"['hotel-internet', 'hotel-stars', 'hotel-type']",find_hotel
"Yes, please try expensive.",[],find_hotel
Try either a hotel or guesthouse.,[],find_hotel
yes please. book it for 3 people and 3 nights starting from friday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thank you. I am also looking for a restaurant that serves vegetarian food and that is expensive.,[],book_hotel
Italian would be fine.,[],NONE
"No any area will work. Whatever you recommend. I need a reservation for Friday, 3 people at 13:45. Please include the reference number.",[],book_hotel
"No, that's it! Thank you for all your help!",[],NONE
Can I get the next train?,[],NONE
"No, but I am looking for a nightclub to go to. What ones are there?",[],NONE
"Club Salsa sounds good. Can I get their phone number, address and postcode please?",[],NONE
"Thanks. I would like some information on Rosa's bed and breakfast, please.",['hotel-name'],find_hotel
"Does such a place exist? If so, I would like some information on it, like the postcode.",[],find_hotel
"That is everything, thank you very much.",[],NONE
"I'm looking for a hotel, is that something you help with?",['hotel-type'],find_hotel
"I'm looking for somewhere classy and expensive, where they don't skimp on amenities like free wifi. Are there any like that?","['hotel-internet', 'hotel-pricerange']",find_hotel
Are any of them guesthouses? I would prefer a guesthouse.,[],find_hotel
"Yes please, could you try finding me a guesthouse in a moderate price range?",[],find_hotel
I would settle for a moderate price ranged one.,[],find_hotel
moderately priced with a 4 star rating. For 4 people for 5 nights on thursday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-stars']",book_hotel
It doesn't matter. Whichever one you think is best.,[],book_hotel
Okay great! Can you please book a reservation for 4 people for 5 nights starting on Thursday?,[],book_hotel
No that was all I needed thanks so much for your help.,[],NONE
Can you book a hotel for me? I would like a 3 star hotel or greater in downtown Cambridge for tonight for 2 people.,"['hotel-area', 'hotel-bookpeople', 'hotel-stars']",book_hotel
yes that would be fine. Are there any colleges in the centre that we can also visit? And may I have the address please?,[],book_hotel
"Sure, which one would you recommend of the free ones?",[],NONE
"Thank you, I actually need a guesthouse with free parking.","['hotel-parking', 'hotel-type']",book_hotel
I need free parking in the moderate pricerange.,['hotel-pricerange'],book_hotel
No that is ok! I decided that free parking is not a deal breaker for me. So can I book that guest house?,[],book_hotel
Does that guesthouse come with free wifi?,[],book_hotel
"yup. 5 nights just 1 person please, let's shoot for Monday. Thanks.","['hotel-bookday', 'hotel-bookstay']",book_hotel
Okay. Let's try for four nights and may I get the reference number.,[],book_hotel
Great! That should be all I need. Thanks for your help. Goodbye.,[],NONE
i am looking for information in Cambridge.,[],NONE
I'd like to stay at a guesthouse that offers free wifi.,"['hotel-internet', 'hotel-type']",find_hotel
The hotel should have a star of 4 and should include free parking.,"['hotel-parking', 'hotel-stars']",find_hotel
"yes, please. 6 people for 3 nights starting on thursday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I'd like to find out more about expensive restaurants in the city centre.,[],NONE
"Are there any restaurants that serve French food? If so, I will need the phone number to the restaurant.",[],NONE
Yes please. I did state that I wanted the phone number.,[],NONE
"Can you give me some information on a hotel called holiday inn Cambridge, please?",['hotel-name'],find_hotel
"Yes, please! I'll be traveling solo, and I need 3 nights starting Monday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Can I get a taxi that will take me to the hotel from the restaurant?,[],book_hotel
"Well, I need the taxi to pick me up at the restaurant by 09:15. I need the contact number and car type please.",[],NONE
"No, thank you. That is all. Goodbye",[],NONE
I need a list of cheap places to stay that include free parking.,"['hotel-parking', 'hotel-pricerange']",find_hotel
"Okay, does that place include free wifi and it is 4 stars?","['hotel-internet', 'hotel-stars']",find_hotel
I will be staying 5 nights starting from Saturday.,"['hotel-bookday', 'hotel-bookstay']",book_hotel
"Yes, can you book it for 6 people?",['hotel-bookpeople'],book_hotel
Thank you. I also need a train to Kings Lynn that leaves on Sunday.,[],NONE
"Hi, I am planning a trip and need some suggestions. I am looking for places to go in town.",[],NONE
The attraction should be in the centre and should be in the type of cinema.,[],NONE
What is the postcode for The Vue Cineme?,[],NONE
"Yes, I'd also like to find a moderately-priced guesthouse on the west side, if possible. I do need free wifi.","['hotel-area', 'hotel-internet', 'hotel-pricerange', 'hotel-type']",find_hotel
"Sure, I'll be coming in on Sunday with one other person. We'll be staying for 3 nights.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Can you book me a taxi to get me from the cinema to the hotel?,[],NONE
I would like to leave by 23:30.,[],NONE
You don't need an arrival time. I told you my departure time is 23:30. That should be enough. Please tell me the contact number and car type when you book it,[],NONE
I am also looking for an attraction.,[],NONE
I would like to find a cinema.,[],NONE
Thank you that is all for now.,[],NONE
"Hi, I am planning a trip to your beautiful town and am looking for places to go when I get there. Can you help me?",[],NONE
I'm interested in exploring the local architecture.,[],NONE
Do you have a favorite?,[],NONE
I need a place that is architecture.,[],NONE
"Could I have the postcode, area and entrance fee of what you recommend?",[],NONE
"Thanks! I'm also looking for an expensive, 2-star place to stay in the north. Do you have anything like that?","['hotel-area', 'hotel-pricerange', 'hotel-stars']",find_hotel
I would like to stay in the north but can you try in the moderate price range and see if any are available?,[],find_hotel
Let's go with Ashley Hotel. For 8 people and 2 nights starting from Saturday. I need the reference number.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-name']",book_hotel
I also need to book a taxi from Old Schools to leave by 21:30,[],NONE
Pick me up from the hotel.,[],NONE
Thank you for all your help! That will be all!,[],NONE
I need a place to eat in the centre of town.,[],find_hotel
Can you please search for indian food.,[],NONE
I want something expensive.,[],NONE
That would be fine. I would like reservations on wednesday for 3 people at 18:15.,[],NONE
Yes. I also need a 4 star hotel.,['hotel-stars'],find_hotel
"Parking doesn't matter, but I want it to be in the same area as the restaurant.","['hotel-area', 'hotel-parking']",find_hotel
I'll like a hotel with free internet,['hotel-internet'],find_hotel
Either will do - which place do you think is better?,['hotel-type'],find_hotel
"Does it have free parking? Also I need to know if they have free internet. The address and the type of hotel it is, got it?",[],find_hotel
"Yes, please make a reservation for 3 people.",[],find_hotel
"I actually don't need a booking at this time. I have everything I need. Thank you, goodbye!",[],NONE
I need a train to stansted airport from cambridge please.,[],NONE
Thursday. I need to arrive by 12:45.,[],NONE
"Yes, that works. Can I get the train id number and the price please?",[],NONE
I need to find me a room as well.,[],find_hotel
"Looking for something in the North, cheap price range please. Don't care much about internet.","['hotel-area', 'hotel-internet', 'hotel-pricerange']",find_hotel
"Sure, Saturday for 5 nights and 7 people.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Does the Worth House have a star rating of 4?,[],book_hotel
Can you book the worth house for 5 nights starting saturday for 7 people.,[],book_hotel
Thank you that will be all I need.,[],NONE
I'm looking to get some info about a hotel called Home from Home,['hotel-name'],find_hotel
"Yes, can you please book a room for me for 4 people for 5 nights starting on Thursday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I am also looking for an Indian restaurant that is located in the centre?,[],NONE
"Curry Garden sounds good, can you book me for 4 people at 12:15 on saturday?",[],NONE
